,country,year,sex,age,suicides_no,population,suicides/100k_pop,gdp_for_year,gdp_per_capita,continent
8523,Estonia,2013,male,55-74 years,58,123698,46.89,"25,137,153,149",20221,Europe
8524,Estonia,2013,male,35-54 years,52,178072,29.2,"25,137,153,149",20221,Europe
8525,Estonia,2013,male,25-34 years,22,96869,22.71,"25,137,153,149",20221,Europe
8526,Estonia,2013,female,75+ years,18,82614,21.79,"25,137,153,149",20221,Europe
8527,Estonia,2013,male,15-24 years,15,78163,19.19,"25,137,153,149",20221,Europe
8528,Estonia,2013,female,35-54 years,13,181855,7.15,"25,137,153,149",20221,Europe
8529,Estonia,2013,female,55-74 years,12,172334,6.96,"25,137,153,149",20221,Europe
8530,Estonia,2013,female,15-24 years,2,73430,2.72,"25,137,153,149",20221,Europe
8531,Estonia,2013,female,25-34 years,2,91438,2.19,"25,137,153,149",20221,Europe
8532,Estonia,2013,male,5-14 years,1,68210,1.47,"25,137,153,149",20221,Europe
8533,Estonia,2013,female,5-14 years,0,64312,0.0,"25,137,153,149",20221,Europe
8534,Estonia,2014,male,75+ years,26,33259,78.17,"26,224,622,451",21117,Europe
8535,Estonia,2014,male,55-74 years,50,124940,40.02,"26,224,622,451",21117,Europe
8536,Estonia,2014,male,25-34 years,39,97957,39.81,"26,224,622,451",21117,Europe
8537,Estonia,2014,male,35-54 years,57,177676,32.08,"26,224,622,451",21117,Europe
8538,Estonia,2014,male,15-24 years,19,73521,25.84,"26,224,622,451",21117,Europe
8539,Estonia,2014,female,75+ years,13,84886,15.31,"26,224,622,451",21117,Europe
8540,Estonia,2014,female,35-54 years,16,180093,8.88,"26,224,622,451",21117,Europe
8541,Estonia,2014,female,25-34 years,8,92159,8.68,"26,224,622,451",21117,Europe
8542,Estonia,2014,female,55-74 years,10,172116,5.81,"26,224,622,451",21117,Europe
8543,Estonia,2014,male,5-14 years,2,69999,2.86,"26,224,622,451",21117,Europe
8544,Estonia,2014,female,15-24 years,1,69127,1.45,"26,224,622,451",21117,Europe
8545,Estonia,2014,female,5-14 years,0,66119,0.0,"26,224,622,451",21117,Europe
8546,Estonia,2015,male,75+ years,20,34253,58.39,"22,566,956,982",18149,Europe
8547,Estonia,2015,male,55-74 years,44,126556,34.77,"22,566,956,982",18149,Europe
8548,Estonia,2015,male,15-24 years,21,70165,29.93,"22,566,956,982",18149,Europe
8549,Estonia,2015,male,35-54 years,48,177053,27.11,"22,566,956,982",18149,Europe
8550,Estonia,2015,male,25-34 years,25,99448,25.14,"22,566,956,982",18149,Europe
8551,Estonia,2015,female,75+ years,9,86804,10.37,"22,566,956,982",18149,Europe
8552,Estonia,2015,female,55-74 years,12,172429,6.96,"22,566,956,982",18149,Europe
8553,Estonia,2015,female,35-54 years,11,178380,6.17,"22,566,956,982",18149,Europe
8554,Estonia,2015,female,25-34 years,2,92783,2.16,"22,566,956,982",18149,Europe
8555,Estonia,2015,female,15-24 years,1,66216,1.51,"22,566,956,982",18149,Europe
8556,Estonia,2015,female,5-14 years,1,67802,1.47,"22,566,956,982",18149,Europe
8557,Estonia,2015,male,5-14 years,1,71561,1.4,"22,566,956,982",18149,Europe
8558,Fiji,2001,male,55-74 years,4,31764,12.59,"1,660,102,346",2307,Oceania
8559,Fiji,2001,male,35-54 years,10,90519,11.05,"1,660,102,346",2307,Oceania
8560,Fiji,2001,male,15-24 years,8,85026,9.41,"1,660,102,346",2307,Oceania
8561,Fiji,2001,male,25-34 years,5,60698,8.24,"1,660,102,346",2307,Oceania
8562,Fiji,2001,female,15-24 years,5,80653,6.2,"1,660,102,346",2307,Oceania
8563,Fiji,2001,female,25-34 years,2,58030,3.45,"1,660,102,346",2307,Oceania
8564,Fiji,2001,female,55-74 years,1,34038,2.94,"1,660,102,346",2307,Oceania
8565,Fiji,2001,male,5-14 years,1,93629,1.07,"1,660,102,346",2307,Oceania
8566,Fiji,2001,female,35-54 years,0,89055,0.0,"1,660,102,346",2307,Oceania
8567,Fiji,2001,female,5-14 years,0,88212,0.0,"1,660,102,346",2307,Oceania
8568,Fiji,2001,female,75+ years,0,4489,0.0,"1,660,102,346",2307,Oceania
8569,Fiji,2001,male,75+ years,0,3346,0.0,"1,660,102,346",2307,Oceania
8570,Fiji,2002,male,75+ years,1,3507,28.51,"1,842,691,481",2548,Oceania
8571,Fiji,2002,female,75+ years,1,4593,21.77,"1,842,691,481",2548,Oceania
8572,Fiji,2002,male,55-74 years,5,33136,15.09,"1,842,691,481",2548,Oceania
8573,Fiji,2002,male,15-24 years,9,84154,10.69,"1,842,691,481",2548,Oceania
8574,Fiji,2002,female,25-34 years,5,58817,8.5,"1,842,691,481",2548,Oceania
8575,Fiji,2002,female,15-24 years,6,79795,7.52,"1,842,691,481",2548,Oceania
8576,Fiji,2002,male,25-34 years,4,61525,6.5,"1,842,691,481",2548,Oceania
8577,Fiji,2002,male,35-54 years,5,93636,5.34,"1,842,691,481",2548,Oceania
8578,Fiji,2002,female,35-54 years,3,91724,3.27,"1,842,691,481",2548,Oceania
8579,Fiji,2002,male,5-14 years,2,91230,2.19,"1,842,691,481",2548,Oceania
8580,Fiji,2002,female,5-14 years,1,85867,1.16,"1,842,691,481",2548,Oceania
8581,Fiji,2002,female,55-74 years,0,35203,0.0,"1,842,691,481",2548,Oceania
8582,Fiji,2003,male,55-74 years,2,34619,5.78,"2,315,935,753",3192,Oceania
8583,Fiji,2003,male,15-24 years,3,82852,3.62,"2,315,935,753",3192,Oceania
8584,Fiji,2003,female,25-34 years,2,59592,3.36,"2,315,935,753",3192,Oceania
8585,Fiji,2003,female,15-24 years,1,78498,1.27,"2,315,935,753",3192,Oceania
8586,Fiji,2003,female,35-54 years,1,94332,1.06,"2,315,935,753",3192,Oceania
8587,Fiji,2003,male,35-54 years,1,96710,1.03,"2,315,935,753",3192,Oceania
8588,Fiji,2003,female,5-14 years,0,83271,0.0,"2,315,935,753",3192,Oceania
8589,Fiji,2003,female,55-74 years,0,36443,0.0,"2,315,935,753",3192,Oceania
8590,Fiji,2003,female,75+ years,0,4675,0.0,"2,315,935,753",3192,Oceania
8591,Fiji,2003,male,25-34 years,0,62295,0.0,"2,315,935,753",3192,Oceania
8592,Fiji,2003,male,5-14 years,0,88650,0.0,"2,315,935,753",3192,Oceania
8593,Fiji,2003,male,75+ years,0,3654,0.0,"2,315,935,753",3192,Oceania
8594,Fiji,2004,male,75+ years,2,3777,52.95,"2,727,507,213",3744,Oceania
8595,Fiji,2004,male,55-74 years,5,36303,13.77,"2,727,507,213",3744,Oceania
8596,Fiji,2004,male,25-34 years,4,63091,6.34,"2,727,507,213",3744,Oceania
8597,Fiji,2004,female,15-24 years,4,77085,5.19,"2,727,507,213",3744,Oceania
8598,Fiji,2004,male,15-24 years,3,81425,3.68,"2,727,507,213",3744,Oceania
8599,Fiji,2004,female,55-74 years,1,37837,2.64,"2,727,507,213",3744,Oceania
8600,Fiji,2004,male,35-54 years,2,99930,2.0,"2,727,507,213",3744,Oceania
8601,Fiji,2004,female,25-34 years,1,60430,1.65,"2,727,507,213",3744,Oceania
8602,Fiji,2004,female,5-14 years,1,80606,1.24,"2,727,507,213",3744,Oceania
8603,Fiji,2004,female,35-54 years,1,97123,1.03,"2,727,507,213",3744,Oceania
8604,Fiji,2004,female,75+ years,0,4752,0.0,"2,727,507,213",3744,Oceania
8605,Fiji,2004,male,5-14 years,0,86049,0.0,"2,727,507,213",3744,Oceania
8606,Fiji,2005,male,75+ years,1,3878,25.79,"3,006,725,015",4104,Oceania
8607,Fiji,2005,male,35-54 years,9,103347,8.71,"3,006,725,015",4104,Oceania
8608,Fiji,2005,female,25-34 years,3,61361,4.89,"3,006,725,015",4104,Oceania
8609,Fiji,2005,male,25-34 years,3,63965,4.69,"3,006,725,015",4104,Oceania
8610,Fiji,2005,female,15-24 years,2,75687,2.64,"3,006,725,015",4104,Oceania
8611,Fiji,2005,male,55-74 years,1,38247,2.61,"3,006,725,015",4104,Oceania
8612,Fiji,2005,male,15-24 years,2,79981,2.5,"3,006,725,015",4104,Oceania
8613,Fiji,2005,female,35-54 years,1,100199,1.0,"3,006,725,015",4104,Oceania
8614,Fiji,2005,female,5-14 years,0,78078,0.0,"3,006,725,015",4104,Oceania
8615,Fiji,2005,female,55-74 years,0,39444,0.0,"3,006,725,015",4104,Oceania
8616,Fiji,2005,female,75+ years,0,4819,0.0,"3,006,725,015",4104,Oceania
8617,Fiji,2005,male,5-14 years,0,83601,0.0,"3,006,725,015",4104,Oceania
8618,Fiji,2006,female,15-24 years,5,75457,6.63,"3,102,741,451",4206,Oceania
8619,Fiji,2006,male,25-34 years,4,65615,6.1,"3,102,741,451",4206,Oceania
8620,Fiji,2006,male,35-54 years,6,103418,5.8,"3,102,741,451",4206,Oceania
8621,Fiji,2006,male,15-24 years,4,79914,5.01,"3,102,741,451",4206,Oceania
8622,Fiji,2006,female,5-14 years,2,78008,2.56,"3,102,741,451",4206,Oceania
8623,Fiji,2006,female,55-74 years,1,40531,2.47,"3,102,741,451",4206,Oceania
8624,Fiji,2006,male,5-14 years,1,83550,1.2,"3,102,741,451",4206,Oceania
8625,Fiji,2006,female,35-54 years,1,100106,1.0,"3,102,741,451",4206,Oceania
8626,Fiji,2006,female,25-34 years,0,62701,0.0,"3,102,741,451",4206,Oceania
8627,Fiji,2006,female,75+ years,0,5052,0.0,"3,102,741,451",4206,Oceania
8628,Fiji,2006,male,55-74 years,0,39336,0.0,"3,102,741,451",4206,Oceania
8629,Fiji,2006,male,75+ years,0,4071,0.0,"3,102,741,451",4206,Oceania
8630,Fiji,2007,male,55-74 years,3,40558,7.4,"3,405,050,612",4570,Oceania
8631,Fiji,2007,male,15-24 years,3,80074,3.75,"3,405,050,612",4570,Oceania
8632,Fiji,2007,female,25-34 years,2,64428,3.1,"3,405,050,612",4570,Oceania
8633,Fiji,2007,male,25-34 years,2,67634,2.96,"3,405,050,612",4570,Oceania
8634,Fiji,2007,male,35-54 years,2,103785,1.93,"3,405,050,612",4570,Oceania
8635,Fiji,2007,female,15-24 years,1,75514,1.32,"3,405,050,612",4570,Oceania
8636,Fiji,2007,female,35-54 years,0,100300,0.0,"3,405,050,612",4570,Oceania
8637,Fiji,2007,female,5-14 years,0,77970,0.0,"3,405,050,612",4570,Oceania
8638,Fiji,2007,female,55-74 years,0,41745,0.0,"3,405,050,612",4570,Oceania
8639,Fiji,2007,female,75+ years,0,5299,0.0,"3,405,050,612",4570,Oceania
8640,Fiji,2007,male,5-14 years,0,83503,0.0,"3,405,050,612",4570,Oceania
8641,Fiji,2007,male,75+ years,0,4245,0.0,"3,405,050,612",4570,Oceania
8642,Fiji,2008,male,25-34 years,9,69781,12.9,"3,523,185,920",4675,Oceania
8643,Fiji,2008,male,35-54 years,11,104375,10.54,"3,523,185,920",4675,Oceania
8644,Fiji,2008,female,35-54 years,5,100705,4.96,"3,523,185,920",4675,Oceania
8645,Fiji,2008,male,55-74 years,2,41913,4.77,"3,523,185,920",4675,Oceania
8646,Fiji,2008,female,15-24 years,3,75830,3.96,"3,523,185,920",4675,Oceania
8647,Fiji,2008,male,15-24 years,3,80437,3.73,"3,523,185,920",4675,Oceania
8648,Fiji,2008,female,25-34 years,2,66331,3.02,"3,523,185,920",4675,Oceania
8649,Fiji,2008,female,55-74 years,1,43110,2.32,"3,523,185,920",4675,Oceania
8650,Fiji,2008,female,5-14 years,1,77855,1.28,"3,523,185,920",4675,Oceania
8651,Fiji,2008,female,75+ years,0,5555,0.0,"3,523,185,920",4675,Oceania
8652,Fiji,2008,male,5-14 years,0,83368,0.0,"3,523,185,920",4675,Oceania
8653,Fiji,2008,male,75+ years,0,4398,0.0,"3,523,185,920",4675,Oceania
8654,Fiji,2009,female,75+ years,1,5809,17.21,"2,870,624,636",3765,Oceania
8655,Fiji,2009,male,35-54 years,8,105083,7.61,"2,870,624,636",3765,Oceania
8656,Fiji,2009,male,25-34 years,5,71729,6.97,"2,870,624,636",3765,Oceania
8657,Fiji,2009,male,55-74 years,3,43403,6.91,"2,870,624,636",3765,Oceania
8658,Fiji,2009,female,25-34 years,3,68110,4.4,"2,870,624,636",3765,Oceania
8659,Fiji,2009,male,15-24 years,3,80908,3.71,"2,870,624,636",3765,Oceania
8660,Fiji,2009,female,15-24 years,2,76305,2.62,"2,870,624,636",3765,Oceania
8661,Fiji,2009,female,55-74 years,1,44642,2.24,"2,870,624,636",3765,Oceania
8662,Fiji,2009,female,35-54 years,0,101209,0.0,"2,870,624,636",3765,Oceania
8663,Fiji,2009,female,5-14 years,0,77600,0.0,"2,870,624,636",3765,Oceania
8664,Fiji,2009,male,5-14 years,0,83083,0.0,"2,870,624,636",3765,Oceania
8665,Fiji,2009,male,75+ years,0,4522,0.0,"2,870,624,636",3765,Oceania
8666,Fiji,2011,male,75+ years,3,4903,61.19,"3,774,530,616",4862,Oceania
8667,Fiji,2011,male,25-34 years,10,73871,13.54,"3,774,530,616",4862,Oceania
8668,Fiji,2011,male,35-54 years,10,106561,9.38,"3,774,530,616",4862,Oceania
8669,Fiji,2011,male,55-74 years,3,46624,6.43,"3,774,530,616",4862,Oceania
8670,Fiji,2011,male,15-24 years,4,80648,4.96,"3,774,530,616",4862,Oceania
8671,Fiji,2011,female,55-74 years,2,48171,4.15,"3,774,530,616",4862,Oceania
8672,Fiji,2011,female,15-24 years,3,76080,3.94,"3,774,530,616",4862,Oceania
8673,Fiji,2011,female,35-54 years,2,102547,1.95,"3,774,530,616",4862,Oceania
8674,Fiji,2011,female,25-34 years,1,70077,1.43,"3,774,530,616",4862,Oceania
8675,Fiji,2011,female,5-14 years,0,77394,0.0,"3,774,530,616",4862,Oceania
8676,Fiji,2011,female,75+ years,0,6455,0.0,"3,774,530,616",4862,Oceania
8677,Fiji,2011,male,5-14 years,0,82994,0.0,"3,774,530,616",4862,Oceania
8678,Fiji,2012,male,75+ years,2,5168,38.7,"3,972,012,571",5073,Oceania
8679,Fiji,2012,female,75+ years,1,6862,14.57,"3,972,012,571",5073,Oceania
8680,Fiji,2012,male,15-24 years,7,80061,8.74,"3,972,012,571",5073,Oceania
8681,Fiji,2012,male,25-34 years,5,74059,6.75,"3,972,012,571",5073,Oceania
8682,Fiji,2012,male,35-54 years,6,107270,5.59,"3,972,012,571",5073,Oceania
8683,Fiji,2012,female,15-24 years,4,75501,5.3,"3,972,012,571",5073,Oceania
8684,Fiji,2012,male,55-74 years,2,48382,4.13,"3,972,012,571",5073,Oceania
8685,Fiji,2012,female,55-74 years,2,50218,3.98,"3,972,012,571",5073,Oceania
8686,Fiji,2012,female,25-34 years,2,70215,2.85,"3,972,012,571",5073,Oceania
8687,Fiji,2012,female,35-54 years,1,103358,0.97,"3,972,012,571",5073,Oceania
8688,Fiji,2012,female,5-14 years,0,78081,0.0,"3,972,012,571",5073,Oceania
8689,Fiji,2012,male,5-14 years,0,83764,0.0,"3,972,012,571",5073,Oceania
8690,Finland,1987,male,75+ years,57,80200,71.07,"91,642,093,873",19861,Europe
8691,Finland,1987,male,35-54 years,422,687900,61.35,"91,642,093,873",19861,Europe
8692,Finland,1987,male,55-74 years,225,380700,59.1,"91,642,093,873",19861,Europe
8693,Finland,1987,male,25-34 years,222,397800,55.81,"91,642,093,873",19861,Europe
8694,Finland,1987,male,15-24 years,135,355900,37.93,"91,642,093,873",19861,Europe
8695,Finland,1987,female,55-74 years,99,506400,19.55,"91,642,093,873",19861,Europe
8696,Finland,1987,female,35-54 years,122,667400,18.28,"91,642,093,873",19861,Europe
8697,Finland,1987,female,25-34 years,44,379700,11.59,"91,642,093,873",19861,Europe
8698,Finland,1987,female,15-24 years,26,341900,7.6,"91,642,093,873",19861,Europe
8699,Finland,1987,female,75+ years,7,182100,3.84,"91,642,093,873",19861,Europe
8700,Finland,1987,male,5-14 years,4,324400,1.23,"91,642,093,873",19861,Europe
8701,Finland,1987,female,5-14 years,0,309700,0.0,"91,642,093,873",19861,Europe
8702,Finland,1988,male,75+ years,54,82300,65.61,"109,103,056,148",23546,Europe
8703,Finland,1988,male,35-54 years,458,702100,65.23,"109,103,056,148",23546,Europe
8704,Finland,1988,male,25-34 years,238,394200,60.38,"109,103,056,148",23546,Europe
8705,Finland,1988,male,55-74 years,218,383500,56.84,"109,103,056,148",23546,Europe
8706,Finland,1988,male,15-24 years,137,346100,39.58,"109,103,056,148",23546,Europe
8707,Finland,1988,female,35-54 years,124,680500,18.22,"109,103,056,148",23546,Europe
8708,Finland,1988,female,55-74 years,89,504600,17.64,"109,103,056,148",23546,Europe
8709,Finland,1988,female,75+ years,27,187500,14.4,"109,103,056,148",23546,Europe
8710,Finland,1988,female,25-34 years,29,377000,7.69,"109,103,056,148",23546,Europe
8711,Finland,1988,female,15-24 years,25,332300,7.52,"109,103,056,148",23546,Europe
8712,Finland,1988,male,5-14 years,2,329100,0.61,"109,103,056,148",23546,Europe
8713,Finland,1988,female,5-14 years,1,314400,0.32,"109,103,056,148",23546,Europe
8714,Finland,1989,male,75+ years,72,84000,85.71,"119,064,708,328",25582,Europe
8715,Finland,1989,male,35-54 years,439,715700,61.34,"119,064,708,328",25582,Europe
8716,Finland,1989,male,55-74 years,231,386700,59.74,"119,064,708,328",25582,Europe
8717,Finland,1989,male,25-34 years,203,392000,51.79,"119,064,708,328",25582,Europe
8718,Finland,1989,male,15-24 years,170,337400,50.39,"119,064,708,328",25582,Europe
8719,Finland,1989,female,35-54 years,127,693900,18.3,"119,064,708,328",25582,Europe
8720,Finland,1989,female,55-74 years,86,502900,17.1,"119,064,708,328",25582,Europe
8721,Finland,1989,female,75+ years,21,192000,10.94,"119,064,708,328",25582,Europe
8722,Finland,1989,female,25-34 years,40,374900,10.67,"119,064,708,328",25582,Europe
8723,Finland,1989,female,15-24 years,21,323900,6.48,"119,064,708,328",25582,Europe
8724,Finland,1989,male,5-14 years,3,332800,0.9,"119,064,708,328",25582,Europe
8725,Finland,1989,female,5-14 years,0,318100,0.0,"119,064,708,328",25582,Europe
8726,Finland,1990,male,75+ years,77,85500,90.06,"141,517,648,888",30271,Europe
8727,Finland,1990,male,35-54 years,483,728500,66.3,"141,517,648,888",30271,Europe
8728,Finland,1990,male,25-34 years,250,389800,64.14,"141,517,648,888",30271,Europe
8729,Finland,1990,male,55-74 years,210,391100,53.69,"141,517,648,888",30271,Europe
8730,Finland,1990,male,15-24 years,169,332100,50.89,"141,517,648,888",30271,Europe
8731,Finland,1990,female,55-74 years,92,502700,18.3,"141,517,648,888",30271,Europe
8732,Finland,1990,female,35-54 years,124,706200,17.56,"141,517,648,888",30271,Europe
8733,Finland,1990,female,25-34 years,48,372600,12.88,"141,517,648,888",30271,Europe
8734,Finland,1990,female,15-24 years,35,318800,10.98,"141,517,648,888",30271,Europe
8735,Finland,1990,female,75+ years,20,195600,10.22,"141,517,648,888",30271,Europe
8736,Finland,1990,male,5-14 years,4,333400,1.2,"141,517,648,888",30271,Europe
8737,Finland,1990,female,5-14 years,0,318800,0.0,"141,517,648,888",30271,Europe
8738,Finland,1991,male,75+ years,67,86300,77.64,"127,866,490,222",27214,Europe
8739,Finland,1991,male,25-34 years,257,387500,66.32,"127,866,490,222",27214,Europe
8740,Finland,1991,male,35-54 years,489,741700,65.93,"127,866,490,222",27214,Europe
8741,Finland,1991,male,55-74 years,235,396600,59.25,"127,866,490,222",27214,Europe
8742,Finland,1991,male,15-24 years,139,329300,42.21,"127,866,490,222",27214,Europe
8743,Finland,1991,female,35-54 years,134,718800,18.64,"127,866,490,222",27214,Europe
8744,Finland,1991,female,55-74 years,82,504100,16.27,"127,866,490,222",27214,Europe
8745,Finland,1991,female,75+ years,25,198300,12.61,"127,866,490,222",27214,Europe
8746,Finland,1991,female,25-34 years,39,370800,10.52,"127,866,490,222",27214,Europe
8747,Finland,1991,female,15-24 years,23,315400,7.29,"127,866,490,222",27214,Europe
8748,Finland,1991,male,5-14 years,3,332000,0.9,"127,866,490,222",27214,Europe
8749,Finland,1991,female,5-14 years,0,317700,0.0,"127,866,490,222",27214,Europe
8750,Finland,1992,male,35-54 years,517,754100,68.56,"112,625,431,378",23857,Europe
8751,Finland,1992,male,25-34 years,254,385700,65.85,"112,625,431,378",23857,Europe
8752,Finland,1992,male,75+ years,56,87100,64.29,"112,625,431,378",23857,Europe
8753,Finland,1992,male,55-74 years,211,402500,52.42,"112,625,431,378",23857,Europe
8754,Finland,1992,male,15-24 years,115,326900,35.18,"112,625,431,378",23857,Europe
8755,Finland,1992,female,35-54 years,132,730300,18.07,"112,625,431,378",23857,Europe
8756,Finland,1992,female,55-74 years,71,505800,14.04,"112,625,431,378",23857,Europe
8757,Finland,1992,female,25-34 years,46,369300,12.46,"112,625,431,378",23857,Europe
8758,Finland,1992,female,75+ years,19,200900,9.46,"112,625,431,378",23857,Europe
8759,Finland,1992,female,15-24 years,26,312700,8.31,"112,625,431,378",23857,Europe
8760,Finland,1992,male,5-14 years,3,330000,0.91,"112,625,431,378",23857,Europe
8761,Finland,1992,female,5-14 years,1,315600,0.32,"112,625,431,378",23857,Europe
8762,Finland,1993,male,35-54 years,514,762900,67.37,"89,255,751,015",18826,Europe
8763,Finland,1993,male,75+ years,59,87700,67.27,"89,255,751,015",18826,Europe
8764,Finland,1993,male,25-34 years,215,384100,55.98,"89,255,751,015",18826,Europe
8765,Finland,1993,male,55-74 years,208,409500,50.79,"89,255,751,015",18826,Europe
8766,Finland,1993,male,15-24 years,107,324200,33.0,"89,255,751,015",18826,Europe
8767,Finland,1993,female,35-54 years,138,738900,18.68,"89,255,751,015",18826,Europe
8768,Finland,1993,female,55-74 years,80,508400,15.74,"89,255,751,015",18826,Europe
8769,Finland,1993,female,25-34 years,49,368000,13.32,"89,255,751,015",18826,Europe
8770,Finland,1993,female,75+ years,13,203400,6.39,"89,255,751,015",18826,Europe
8771,Finland,1993,female,15-24 years,10,310000,3.23,"89,255,751,015",18826,Europe
8772,Finland,1993,male,5-14 years,3,329100,0.91,"89,255,751,015",18826,Europe
8773,Finland,1993,female,5-14 years,1,314800,0.32,"89,255,751,015",18826,Europe
8774,Finland,1994,male,35-54 years,484,769800,62.87,"103,321,570,859",21699,Europe
8775,Finland,1994,male,75+ years,53,88000,60.23,"103,321,570,859",21699,Europe
8776,Finland,1994,male,25-34 years,195,380600,51.23,"103,321,570,859",21699,Europe
8777,Finland,1994,male,55-74 years,199,418700,47.53,"103,321,570,859",21699,Europe
8778,Finland,1994,male,15-24 years,147,322800,45.54,"103,321,570,859",21699,Europe
8779,Finland,1994,female,35-54 years,156,745700,20.92,"103,321,570,859",21699,Europe
8780,Finland,1994,female,55-74 years,68,513900,13.23,"103,321,570,859",21699,Europe
8781,Finland,1994,female,25-34 years,39,364700,10.69,"103,321,570,859",21699,Europe
8782,Finland,1994,female,75+ years,19,204200,9.3,"103,321,570,859",21699,Europe
8783,Finland,1994,female,15-24 years,24,308800,7.77,"103,321,570,859",21699,Europe
8784,Finland,1994,male,5-14 years,2,329500,0.61,"103,321,570,859",21699,Europe
8785,Finland,1994,female,5-14 years,1,314900,0.32,"103,321,570,859",21699,Europe
8786,Finland,1995,male,35-54 years,489,778700,62.8,"134,199,346,405",28068,Europe
8787,Finland,1995,male,75+ years,49,89200,54.93,"134,199,346,405",28068,Europe
8788,Finland,1995,male,55-74 years,226,424900,53.19,"134,199,346,405",28068,Europe
8789,Finland,1995,male,25-34 years,194,374600,51.79,"134,199,346,405",28068,Europe
8790,Finland,1995,male,15-24 years,118,322700,36.57,"134,199,346,405",28068,Europe
8791,Finland,1995,female,35-54 years,138,754600,18.29,"134,199,346,405",28068,Europe
8792,Finland,1995,female,55-74 years,76,516300,14.72,"134,199,346,405",28068,Europe
8793,Finland,1995,female,25-34 years,48,358900,13.37,"134,199,346,405",28068,Europe
8794,Finland,1995,female,75+ years,20,206800,9.67,"134,199,346,405",28068,Europe
8795,Finland,1995,female,15-24 years,26,308900,8.42,"134,199,346,405",28068,Europe
8796,Finland,1995,male,5-14 years,4,330200,1.21,"134,199,346,405",28068,Europe
8797,Finland,1995,female,5-14 years,0,315500,0.0,"134,199,346,405",28068,Europe
8798,Finland,1996,male,35-54 years,439,784900,55.93,"132,099,404,608",27508,Europe
8799,Finland,1996,male,25-34 years,183,367300,49.82,"132,099,404,608",27508,Europe
8800,Finland,1996,male,75+ years,44,91800,47.93,"132,099,404,608",27508,Europe
8801,Finland,1996,male,55-74 years,186,432600,43.0,"132,099,404,608",27508,Europe
8802,Finland,1996,male,15-24 years,110,324000,33.95,"132,099,404,608",27508,Europe
8803,Finland,1996,female,35-54 years,123,760900,16.17,"132,099,404,608",27508,Europe
8804,Finland,1996,female,55-74 years,76,518600,14.65,"132,099,404,608",27508,Europe
8805,Finland,1996,female,25-34 years,44,352400,12.49,"132,099,404,608",27508,Europe
8806,Finland,1996,female,75+ years,15,212000,7.08,"132,099,404,608",27508,Europe
8807,Finland,1996,female,15-24 years,21,310000,6.77,"132,099,404,608",27508,Europe
8808,Finland,1996,female,5-14 years,3,316600,0.95,"132,099,404,608",27508,Europe
8809,Finland,1996,male,5-14 years,3,331100,0.91,"132,099,404,608",27508,Europe
8810,Finland,1997,male,35-54 years,473,791600,59.75,"126,833,123,354",26296,Europe
8811,Finland,1997,male,75+ years,53,94200,56.26,"126,833,123,354",26296,Europe
8812,Finland,1997,male,25-34 years,179,359000,49.86,"126,833,123,354",26296,Europe
8813,Finland,1997,male,55-74 years,204,439900,46.37,"126,833,123,354",26296,Europe
8814,Finland,1997,male,15-24 years,128,327400,39.1,"126,833,123,354",26296,Europe
8815,Finland,1997,female,35-54 years,133,767800,17.32,"126,833,123,354",26296,Europe
8816,Finland,1997,female,55-74 years,65,520600,12.49,"126,833,123,354",26296,Europe
8817,Finland,1997,female,25-34 years,43,344700,12.47,"126,833,123,354",26296,Europe
8818,Finland,1997,female,75+ years,19,216600,8.77,"126,833,123,354",26296,Europe
8819,Finland,1997,female,15-24 years,22,313000,7.03,"126,833,123,354",26296,Europe
8820,Finland,1997,female,5-14 years,2,317100,0.63,"126,833,123,354",26296,Europe
8821,Finland,1997,male,5-14 years,1,331300,0.3,"126,833,123,354",26296,Europe
8822,Finland,1998,male,75+ years,64,97127,65.89,"133,936,359,591",27646,Europe
8823,Finland,1998,male,35-54 years,413,800963,51.56,"133,936,359,591",27646,Europe
8824,Finland,1998,male,25-34 years,172,349779,49.17,"133,936,359,591",27646,Europe
8825,Finland,1998,male,55-74 years,212,444259,47.72,"133,936,359,591",27646,Europe
8826,Finland,1998,male,15-24 years,98,332503,29.47,"133,936,359,591",27646,Europe
8827,Finland,1998,female,55-74 years,77,519680,14.82,"133,936,359,591",27646,Europe
8828,Finland,1998,female,35-54 years,105,777618,13.5,"133,936,359,591",27646,Europe
8829,Finland,1998,female,25-34 years,38,335477,11.33,"133,936,359,591",27646,Europe
8830,Finland,1998,female,75+ years,19,221795,8.57,"133,936,359,591",27646,Europe
8831,Finland,1998,female,15-24 years,25,318057,7.86,"133,936,359,591",27646,Europe
8832,Finland,1998,male,5-14 years,3,330609,0.91,"133,936,359,591",27646,Europe
8833,Finland,1998,female,5-14 years,2,316806,0.63,"133,936,359,591",27646,Europe
8834,Finland,1999,male,75+ years,52,100555,51.71,"135,225,868,315",27800,Europe
8835,Finland,1999,male,35-54 years,408,806621,50.58,"135,225,868,315",27800,Europe
8836,Finland,1999,male,25-34 years,167,341340,48.92,"135,225,868,315",27800,Europe
8837,Finland,1999,male,55-74 years,204,451311,45.2,"135,225,868,315",27800,Europe
8838,Finland,1999,male,15-24 years,122,336495,36.26,"135,225,868,315",27800,Europe
8839,Finland,1999,female,35-54 years,118,783884,15.05,"135,225,868,315",27800,Europe
8840,Finland,1999,female,55-74 years,68,522239,13.02,"135,225,868,315",27800,Europe
